action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18494660,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4210637,,CHEMBL4210637,7.42,0,http://www.openphacts.org/units/Nanomolar,3069794,=,1,1,=,,IC50,nM,,37.6,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,37.6
,,18494661,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CC1)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4212622,,CHEMBL4212622,7.27,0,http://www.openphacts.org/units/Nanomolar,3069795,=,1,1,=,,IC50,nM,,53.5,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,53.5
,,18494662,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4213342,,CHEMBL4213342,7.94,0,http://www.openphacts.org/units/Nanomolar,3069796,=,1,1,=,,IC50,nM,,11.4,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,11.4
,,18494663,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,NC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4217986,,CHEMBL4217986,7.37,0,http://www.openphacts.org/units/Nanomolar,3069797,=,1,1,=,,IC50,nM,,42.6,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,42.6
,,18494664,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CC1)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4202871,,CHEMBL4202871,7.19,0,http://www.openphacts.org/units/Nanomolar,3069798,=,1,1,=,,IC50,nM,,65.2,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,65.2
,,18494665,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4214528,,CHEMBL4214528,7.58,0,http://www.openphacts.org/units/Nanomolar,3069799,=,1,1,=,,IC50,nM,,26.5,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,26.5
,,18494666,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4209188,,CHEMBL4209188,7.62,0,http://www.openphacts.org/units/Nanomolar,3069800,=,1,1,=,,IC50,nM,,24.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,24.0
,,18494667,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sc(F)cc34)CC2)ccn1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4217182,,CHEMBL4217182,8.10,0,http://www.openphacts.org/units/Nanomolar,3069801,=,1,1,=,,IC50,nM,,8.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,8.0
,,18494668,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cncc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4213586,,CHEMBL4213586,6.91,0,http://www.openphacts.org/units/Nanomolar,3069802,=,1,1,=,,IC50,nM,,123.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,123.0
,,18494669,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)c1cncc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4218526,,CHEMBL4218526,7.23,0,http://www.openphacts.org/units/Nanomolar,3069803,=,1,1,=,,IC50,nM,,59.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,59.0
,,18494670,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CC1)c1cncc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4217039,,CHEMBL4217039,7.37,0,http://www.openphacts.org/units/Nanomolar,3069804,=,1,1,=,,IC50,nM,,42.5,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,42.5
,,18494671,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cncc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4205326,,CHEMBL4205326,7.07,0,http://www.openphacts.org/units/Nanomolar,3069805,=,1,1,=,,IC50,nM,,85.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,85.0
,,18494672,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1ccnc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4204832,,CHEMBL4204832,6.52,0,http://www.openphacts.org/units/Nanomolar,3069806,=,1,1,=,,IC50,nM,,299.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,299.0
,,18494673,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)c1ccnc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4209705,,CHEMBL4209705,7.18,0,http://www.openphacts.org/units/Nanomolar,3069807,=,1,1,=,,IC50,nM,,65.5,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,65.5
,,18494674,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC1CC1)c1ccnc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4210128,,CHEMBL4210128,7.29,0,http://www.openphacts.org/units/Nanomolar,3069808,=,1,1,=,,IC50,nM,,51.7,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,51.7
,,18494675,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1ccnc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)c1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4215048,,CHEMBL4215048,7.05,0,http://www.openphacts.org/units/Nanomolar,3069809,=,1,1,=,,IC50,nM,,89.1,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,89.1
,,18494676,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4205772,,CHEMBL4205772,8.03,0,http://www.openphacts.org/units/Nanomolar,3069810,=,1,1,=,,IC50,nM,,9.3,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,9.3
,,18494677,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4214642,,CHEMBL4214642,7.94,0,http://www.openphacts.org/units/Nanomolar,3069811,=,1,1,=,,IC50,nM,,11.4,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,11.4
,,18494678,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4207328,,CHEMBL4207328,7.29,0,http://www.openphacts.org/units/Nanomolar,3069812,=,1,1,=,,IC50,nM,,51.1,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,51.1
,,18494679,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4sccc34)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4202443,,CHEMBL4202443,7.07,0,http://www.openphacts.org/units/Nanomolar,3069813,=,1,1,=,,IC50,nM,,86.1,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,86.1
,,18494680,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cccc(OCCCCN2CCN(c3ccc4ccsc4c3)CC2)n1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL4211473,,CHEMBL4211473,6.38,0,http://www.openphacts.org/units/Nanomolar,3069814,=,1,1,=,,IC50,nM,,412.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,412.0
,,18494681,[],CHEMBL4187998,Antagonistic activity at human dopamine D2 receptor measured after 60 mins by Lance Ultra cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,,,CHEMBL4184238,Bioorg Med Chem Lett,2018.0,,CHEMBL1112,ARIPIPRAZOLE,CHEMBL1112,7.50,0,http://www.openphacts.org/units/Nanomolar,3069815,=,1,1,=,,IC50,nM,,32.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,32.0
,,18530269,[],CHEMBL4195154,Antagonist activity at human D2 receptor expressed in CHO-K1 cells co-expressing Galphaqi5 assessed as decrease in apomorphine-induced calcium mobilization preincubated for 30 mins followed by apomorphine challenge measured for 30 secs by aequorin-derived luminescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1N1CCN(CCCOc2ccc(C)cc2C)CC1.Cl,,,CHEMBL4190389,Bioorg Med Chem Lett,2018.0,,CHEMBL4209888,,CHEMBL4300899,7.75,0,http://www.openphacts.org/units/Nanomolar,3076639,=,1,1,=,,IC50,nM,,17.7,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,17.7
,,18530270,[],CHEMBL4195154,Antagonist activity at human D2 receptor expressed in CHO-K1 cells co-expressing Galphaqi5 assessed as decrease in apomorphine-induced calcium mobilization preincubated for 30 mins followed by apomorphine challenge measured for 30 secs by aequorin-derived luminescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1N1CCN(CCOCCOc2cc(C)cc(C)c2C)CC1.Cl.Cl,,,CHEMBL4190389,Bioorg Med Chem Lett,2018.0,,CHEMBL4213352,,CHEMBL4300399,7.11,0,http://www.openphacts.org/units/Nanomolar,3076645,=,1,1,=,,IC50,nM,,78.5,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,78.5
,,18530271,[],CHEMBL4195154,Antagonist activity at human D2 receptor expressed in CHO-K1 cells co-expressing Galphaqi5 assessed as decrease in apomorphine-induced calcium mobilization preincubated for 30 mins followed by apomorphine challenge measured for 30 secs by aequorin-derived luminescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1N1CCN(CCOCCOc2c(C)cc(C)cc2C)CC1.Cl.Cl,,,CHEMBL4190389,Bioorg Med Chem Lett,2018.0,,CHEMBL4207653,,CHEMBL4302655,7.09,0,http://www.openphacts.org/units/Nanomolar,3076647,=,1,1,=,,IC50,nM,,82.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,82.0
,,18530272,[],CHEMBL4195154,Antagonist activity at human D2 receptor expressed in CHO-K1 cells co-expressing Galphaqi5 assessed as decrease in apomorphine-induced calcium mobilization preincubated for 30 mins followed by apomorphine challenge measured for 30 secs by aequorin-derived luminescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,,CHEMBL4190389,Bioorg Med Chem Lett,2018.0,,CHEMBL71,CHLORPROMAZINE,CHEMBL71,8.52,0,http://www.openphacts.org/units/Nanomolar,3076661,=,1,1,=,,IC50,nM,,3.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,3.0
,,18700520,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCC(c2noc3cc(F)ccc23)CC1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4280940,,CHEMBL4280940,8.32,0,http://www.openphacts.org/units/Nanomolar,3105704,=,1,1,=,,IC50,nM,,4.8,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,4.8
,,18700521,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ccc3ccsc3c2)CC1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4292250,,CHEMBL4292250,7.10,0,http://www.openphacts.org/units/Nanomolar,3105705,=,1,1,=,,IC50,nM,,80.2,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,80.2
,,18700522,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4284346,,CHEMBL4284346,8.21,0,http://www.openphacts.org/units/Nanomolar,3105706,=,1,1,=,,IC50,nM,,6.1,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,6.1
,,18700523,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4sccc34)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4277101,,CHEMBL4277101,8.19,0,http://www.openphacts.org/units/Nanomolar,3105707,=,1,1,=,,IC50,nM,,6.4,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,6.4
,,18700524,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4scnc34)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4287752,,CHEMBL4287752,8.02,0,http://www.openphacts.org/units/Nanomolar,3105708,=,1,1,=,,IC50,nM,,9.6,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,9.6
,,18700525,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4sc(F)cc34)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4289238,,CHEMBL4289238,8.60,0,http://www.openphacts.org/units/Nanomolar,3105709,=,1,1,=,,IC50,nM,,2.5,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,2.5
,,18700526,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4ccsc34)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4278581,,CHEMBL4278581,8.28,0,http://www.openphacts.org/units/Nanomolar,3105710,=,1,1,=,,IC50,nM,,5.3,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,5.3
,,18700527,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4c3OCCO4)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4285839,,CHEMBL4285839,8.01,0,http://www.openphacts.org/units/Nanomolar,3105711,=,1,1,=,,IC50,nM,,9.8,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,9.8
,,18700528,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4c3OC(F)(F)O4)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4293718,,CHEMBL4293718,8.70,0,http://www.openphacts.org/units/Nanomolar,3105712,=,1,1,=,,IC50,nM,,2.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,2.0
,,18700529,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3nsc4ccccc34)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4277532,,CHEMBL4277532,8.38,0,http://www.openphacts.org/units/Nanomolar,3105713,=,1,1,=,,IC50,nM,,4.2,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,4.2
,,18700530,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCN1CCN(c3cccc4sccc34)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4285479,,CHEMBL4285479,6.92,0,http://www.openphacts.org/units/Nanomolar,3105714,=,1,1,=,,IC50,nM,,119.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,119.0
,,18700531,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCN1CCN(c3cccc4sccc34)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4292655,,CHEMBL4292655,7.49,0,http://www.openphacts.org/units/Nanomolar,3105715,=,1,1,=,,IC50,nM,,32.4,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,32.4
,,18700532,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1[C@@H]2[C@H](C(=O)N1CCCCCN1CCN(c3cccc4sccc34)CC1)[C@H]1C=C[C@@H]2C1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4282051,,CHEMBL4282051,7.55,0,http://www.openphacts.org/units/Nanomolar,3105716,=,1,1,=,,IC50,nM,,28.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,28.0
,,18700533,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,CC1(C)C2C(=O)N(CCCCN3CCN(c4cccc5sccc45)CC3)C(=O)C21,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4284353,,CHEMBL4284353,8.08,0,http://www.openphacts.org/units/Nanomolar,3105717,=,1,1,=,,IC50,nM,,8.4,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,8.4
,,18700534,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(C23CC2C(=O)N(CCCCN2CCN(c4cccc5sccc45)CC2)C3=O)cc1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4292254,,CHEMBL4292254,7.09,0,http://www.openphacts.org/units/Nanomolar,3105718,=,1,1,=,,IC50,nM,,80.6,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,80.6
,,18700535,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1C2CCCC2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4291387,,CHEMBL4291387,7.89,0,http://www.openphacts.org/units/Nanomolar,3105719,=,1,1,=,,IC50,nM,,13.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,13.0
,,18700536,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4283546,,CHEMBL4283546,8.37,0,http://www.openphacts.org/units/Nanomolar,3105720,=,1,1,=,,IC50,nM,,4.3,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,4.3
,,18700537,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1C2CC=CCC2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4287980,,CHEMBL4287980,8.07,0,http://www.openphacts.org/units/Nanomolar,3105721,=,1,1,=,,IC50,nM,,8.5,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,8.5
,,18700538,[],CHEMBL4254801,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,F,,,BAO_0000190,BAO_0000019,assay format,O=C1C2CC(O)C(O)CC2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,,,CHEMBL4251643,Eur J Med Chem,2018.0,,CHEMBL4280084,,CHEMBL4280084,8.03,0,http://www.openphacts.org/units/Nanomolar,3105722,=,1,1,=,,IC50,nM,,9.4,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,nM,UO_0000065,,9.4
